1 .132231
65 6.357541
129 5.160787
193 4.552749
257 4.197232
321 4.057304
385 3.940273
449 3.852121
513 3.845984
577 3.985488
641 3.686341
705 3.657611
769 3.645351
833 3.556383
897 3.059747
961 3.154584
1025 2.977928
1089 3.034439
1153 2.992295
1217 2.952820
1281 2.977152
1345 2.977754
1409 2.955970
1473 2.964767
