73	.004169	.002978
105	.009418	.010762
137	.019981	.017473
169	.034544	.034381
201	.056619	.051907
233	.091975	.077442
265	.131437	.111992
297	.191209	.155789
329	.260732	.209488
361	.348385	.276231
393	.469088	.358984
425	.594649	.453729
457	.772094	.562112
489	1.003933	.687863
521	1.350081	.829871
553	2.435801	1.154491
585	3.692016	1.342864
617	4.155279	1.483034
