37	13941	1394	10035	1617
69	105487	3446	49323	3853
101	583322	7337	148846	7699
133	2110862	24360	368821	25807
165	5029641	45977	686382	41242
197	8759374	77880	1198782	69679
229	15186210	91039	1797458	82357
261	22569202	122092	2710238	117694
293	31913739	162567	3797194	149100
