37	110655	8100	50934	6700
69	625900	37402	262909	28570
101	1897493	109235	777048	81910
133	3462613	136011	1050832	85954
165	6531316	251225	1922824	155477
197	11027407	418767	3180200	255586
229	17222772	648177	4892599	391613
261	25389957	949282	7130322	569134
293	35801543	1331871	9963692	793718
