37	61613	4183	16382	2487
69	354354	6751	72206	7092
101	1343431	18278	201479	19812
133	3081405	56020	494235	51880
165	5996350	104793	881223	82071
197	10071334	162882	1636985	134237
229	15757844	229521	2423326	191172
261	23486101	341773	3886115	278179
293	33160846	486091	6217443	398622
