37	208375	21350	84576	13150
69	795249	75949	537768	63824
101	2877356	213284	1306862	215221
133	5565110	595991	3351294	526415
165	12237376	1056773	5650602	944853
197	20244210	1741583	11294686	1464085
229	29430934	2632179	16672372	2291690
261	47048440	3800400	25337985	3317237
293	65409606	5402950	35234321	4831023
