37	74919	2869	19163	2901
69	455341	8885	64202	5279
101	1383471	19924	249131	17227
133	3021182	18592	561658	18008
165	5743037	30920	1210548	27193
197	9746561	46546	2092801	42537
229	15283210	69702	3247108	57278
261	22591157	94146	4791763	82274
293	31934620	131961	6725907	103235
