37	157992	16420	110297	14742
69	1004223	82284	364260	61585
101	2971092	250893	1922350	218953
133	5076582	529577	2514153	419334
165	9406342	979310	4667187	781045
197	16282954	1683013	7915008	1323279
229	25081775	2583999	12232693	2046181
261	37625428	3873043	18118753	3034368
293	52461491	5377098	25344625	4240884
