37	113594	8278	69126	7795
69	481585	20628	131564	22152
101	2232483	102950	393236	59169
133	3550387	166624	974185	134806
165	6774590	315526	1932628	246187
197	11592614	547362	3603563	425452
229	17839141	810277	5600750	632673
261	26611509	1182062	8410169	932801
293	37684782	1661239	11528616	1280275
