37	62880	9423	40618	8836
69	455295	46296	215876	40098
101	1630355	121772	691922	104575
133	3965556	398490	2120184	357059
165	9378240	685491	3365145	626767
197	14882685	1207618	5993955	987797
229	21977412	1627405	8337740	1465684
261	32233070	2325571	14609790	2063155
293	45675689	3180635	20237907	2854381
