37	262918	29457	209674	25967
69	1224684	131772	906609	127352
101	5406935	386576	2491192	367998
133	9322076	940382	5984190	828149
165	17644668	1784792	10948475	1598099
197	31158535	2988495	19132578	2654967
229	45659692	4667480	30041399	4122328
261	69756197	6826951	44224772	5999896
293	98356774	9649936	61316577	8563153
