37	12003	1276	10177	1452
69	75828	2560	46532	3167
101	574233	4614	139379	5905
133	2476312	7448	318411	9676
165	5482060	11181	601717	14489
197	9404070	15452	1012479	20339
229	15130611	20602	1577553	27151
261	22379653	26752	2324762	35106
293	31636763	33309	3304884	44104
