37	27931	6371	25862	6316
69	249970	28309	140297	28271
101	1152897	70047	468450	63408
133	3187159	280113	1498918	129697
165	7062067	490700	2378952	455636
197	13029637	811646	3952543	691581
229	18496479	1083184	4628044	614242
261	27176034	1639100	7713492	1537031
293	39394492	2064477	10396821	1899675
